company,address,longitude,latitude,status,link_to_page,note
Amazon,Abu Dhabi Industrial City Abu Dhabi United Arab Emirates,54.46483935612041,24.279237350000002,Active,https://www.datacentermap.com/united-arab-emirates/abu-dhabi/amazon-aws-dxb-abu-dhabi/,
Amazon,Al Mantaqah As Sina'iyah 6 St Al Ma'mourah United Arab Emirates,55.584506346831645,24.0341251,Active,https://www.datacentermap.com/united-arab-emirates/abu-dhabi/amazon-aws-dxb-al-mamourah/,
Amazon,Madinat Al Mataar Dubai South United Arab Emirates,55.138780507618506,24.86088865,Active,https://www.datacentermap.com/united-arab-emirates/dubai/amazon-aws-dxb-dubai/,
Amazon,Cain Road Bracknell United Kingdom,-0.7743568295799346,51.41863746832103,Active,https://www.datacentermap.com/united-kingdom/berkshire/amazon-aws-lhr-bracknell/,
Amazon,"Ridgeway Distribution Center, The Ridgeway Iver United Kingdom",-0.5082094675363813,51.51390275,Planned,https://www.datacentermap.com/united-kingdom/london/amazon-aws-lhr-ridgeway/,
Amazon,Chantry Way Houghton Regis United Kingdom,-0.4991200382002148,51.91851538858207,Active,https://www.datacentermap.com/united-kingdom/luton/amazon-aws-houghton-regis-campus/,
Amazon,Chantry Way Houghton Regis United Kingdom  ,-0.4991200382002148,51.91851538858207,Planned,https://www.datacentermap.com/united-kingdom/luton/amazon-aws-houghton-regis-dc1/,Part of Amazon AWS - Houghton Regis Campus
Amazon,Chantry Way Houghton Regis United Kingdom  ,-0.4991200382002148,51.91851538858207,Planned,https://www.datacentermap.com/united-kingdom/luton/amazon-aws-houghton-regis-dc2/,Part of Amazon AWS - Houghton Regis Campus
Amazon,1 Milton Road Didcot United Kingdom,-1.2597545663953136,51.61622750384911,Active,https://www.datacentermap.com/united-kingdom/oxfordshire/amazon-aws-lhr-didcot/,
Amazon,Brimble Hill / Burderop Swindon United Kingdom,-1.7688577,51.5215895,Active,https://www.datacentermap.com/united-kingdom/swindon/amazon-aws-lhr-swindon/,
Amazon,"Loop 202 and W Dobbins Road Laveen Arizona, USA",-1,-1,Land Banked,https://www.datacentermap.com/usa/arizona/phoenix/amazon-aws-loop-202-dobbins-road/,
Amazon,"S Harrison Rd / E Brekke Rd / S Houghton Rd Tucson Arizona, USA",-110.9278829123817,32.17594415,Planned,https://www.datacentermap.com/usa/arizona/tucson/project-blue/,
Amazon,"Camino Arroyo / Arroyo Circle Gilroy California, USA",-121.56245288904582,37.02239540954763,Planned,https://www.datacentermap.com/usa/california/san-jose/amazon-aws-sfo-arroyo/,
